TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,VARIATION 1 TYPE,VARIATION 1 NAME,VARIATION 1 VALUES,VARIATION 2 TYPE,VARIATION 2 NAME,VARIATION 2 VALUES,SKU,CATEGORY
"Magic Drawer Box, Lasercut Files SVG DXF PDF, Wooden Production Box Illusion","These are digital files for instant download to use in a laser cutter. Please contact me for the physical posted item. 

This is a purely  laser cut version of the iconic drawer box magic trick. After showing the drawer empty, you can pull it back out to reveal the appearance of any small object you choose.

Files are provided for the following wood thicknesses:
2.8mm, 3.2mm, 3.6mm, 4mm
For other sizes you can scale the entire file to match your wood thickness.
Please read the pdf for assembly and performance instructions.
You will need to unzip the folder after downloading.

Please contact me for commercial use.",12,AUD,960,"magic_trick,wooden_magic,puzzle_box,magician_prop,laser_cut_files,lasercut_magic_trick,illusion,STEM_project,wooden_toy,wooden_box,magic_shop,mechanism,secret_box",,https://i.etsystatic.com/25031074/r/il/8edb68/7748820039/il_fullxfull.7748820039_pfre.jpg,https://i.etsystatic.com/25031074/r/il/0783f4/7748827809/il_fullxfull.7748827809_ji45.jpg,https://i.etsystatic.com/25031074/r/il/7e41ca/7700885754/il_fullxfull.7700885754_1blz.jpg,https://i.etsystatic.com/25031074/r/il/e03ad5/7700886978/il_fullxfull.7700886978_ab9v.jpg,https://i.etsystatic.com/25031074/r/il/64f625/7748823563/il_fullxfull.7748823563_euub.jpg,https://i.etsystatic.com/25031074/r/il/fe13ca/7700882158/il_fullxfull.7700882158_jck0.jpg,https://i.etsystatic.com/25031074/r/il/bd8f19/7748838067/il_fullxfull.7748838067_o49l.jpg,https://i.etsystatic.com/25031074/r/il/0d3d0c/7748838883/il_fullxfull.7748838883_qwxb.jpg,https://i.etsystatic.com/25031074/r/il/3b6c37/7700900894/il_fullxfull.7700900894_9lbq.jpg,https://i.etsystatic.com/25031074/r/il/bc96ec/7700903770/il_fullxfull.7700903770_a1qi.jpg,,,,,,,11,magic tricks
Musical Marble Tree Scroll Saw or Laser Cutter Plans PDF - SVG - DXF,"These are digital plans. See my other listings for the physical kit. 
Place marbles at the top and enjoy listening to them musically tinkle as they cascade down the petals. We used to sell these in our marble shop. Kids and adults always loved playing with them but they were quite awkward to take away. So I designed them to come as a flat pack with instructions for you to assemble. 
Assembled Size: 20cm x 20cm x 28cm
You will receive a pdf with the parts that can be printed to scale on A4 paper and cut with a scroll saw. 
You will also get dxf and svg files to use in a laser cutter. These come in two versions. There is a file with the exact sizes and a file with offsets that I found worked well in my laser cutter to account for the laser kerf.",10,AUD,978,"wooden_puzzle,laser_cut,marbles,toy,music,xylophone,rain_stick,make,craft,model,fun,child,scroll_saw",,https://i.etsystatic.com/25031074/r/il/61864a/3653840239/il_fullxfull.3653840239_jtlh.jpg,https://i.etsystatic.com/25031074/r/il/c7a337/3653754527/il_fullxfull.3653754527_fbeq.jpg,https://i.etsystatic.com/25031074/r/il/770bfb/3606139580/il_fullxfull.3606139580_tf0z.jpg,https://i.etsystatic.com/25031074/r/il/8a48bc/3653754355/il_fullxfull.3653754355_i677.jpg,,,,,,,,,,,,,12,toys and games
Fisherman whirligig plans - SVG DXF PDF - laser cutting - scroll saw,"These are the digital plans. Please see my other listings for the physical product or kit.
Put this little Fisherman out in the garden and watch him fish vigorously when the wind blows. Painted birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.
You will need the following parts to make this model, most of which I find on Ebay. Alternatively check the physical listing to purchase the metal hardware or plywood parts from me.

- 3mm plywood
- M3 x 16mm stainless steel machine screw
- 3mm Stainless steel rod
- 15A brass terminal block (to fit rod) x 3
- stainless steel wire 1mm (or galvanized tie wire)
- Brass eyelets 3.5mm ID 3.8mm OD x 4
- brass tube 4mm OD 0.4mm wall thickness  70mm long(To fit rod loosely)
- Brass tube 5mm OD 0.5mm wall thickness 50mm long
- M3 washer stainless steel x 5
-Fishing line 40cm
- Eyelet flaring tool, I just use a nail with the head rounded in the grinder.
- Outdoor paint and primer if you want to protect it from the weather

If you make the shaft and push wires yourself you will need to bend the with a vise and pliers according to the plans

The sizes above can vary depending on what you can get hold of. As long as you have easy running fits between shafts, screws, tubes, and eyelets. You may need to widen the holes in the wood if your hardware is a different size than specified above.

The files come as DXF, SVG and PDF so parts can be laser cut or scroll sawed. Files come as exact sizes or with a small offset that I found worked well in my laser cutter to account for the laser kerf and give snug fits. You may need to use offsets that work best on your machine.",14,AUD,5,"wooden_puzzle,model,stem,craft,whirligig,automata,kinetic_art,dog,laser_cut,scroll_saw,maker,karakuri,toy",,https://i.etsystatic.com/25031074/r/il/c0af1b/4227293783/il_fullxfull.4227293783_o4l3.jpg,https://i.etsystatic.com/25031074/r/il/d896c2/4227293737/il_fullxfull.4227293737_j97t.jpg,https://i.etsystatic.com/25031074/r/il/510740/4227293803/il_fullxfull.4227293803_4yz2.jpg,https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg,https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,,,,,,,,,,,,13,other
Dog and Cat Running Automata Laser Cutting plans svg dxf,"These are Digital plans for downloading straight away. Nothing is posted. Please see my other listings for the physical kit.
These automata plans contain instructions and part files for laser cutting three separate hand cranked moving models. A running cat, a running dog and a running reindeer. It is a simple but interesting mechanism to watch.
Files suit 3.2mm wood and can be scaled if your wood differs by more than 0.1mm from this thickness. 
Please read the laser cutting notes in the pdf instructions prior to cutting for best results. Please contact me for a commercial license.",14,AUD,807,"wooden_puzzles,stem,automata,model_making,engineering,technology,dog,cat,machine,kinetic_art,sculpture,reindeer_automaton,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/52b9a2/6440075241/il_fullxfull.6440075241_ltt6.jpg,https://i.etsystatic.com/25031074/r/il/347a0f/5741377836/il_fullxfull.5741377836_fd5l.jpg,https://i.etsystatic.com/25031074/r/il/116e27/5789451841/il_fullxfull.5789451841_dp7p.jpg,https://i.etsystatic.com/25031074/r/il/87a569/6391984120/il_fullxfull.6391984120_ds19.jpg,https://i.etsystatic.com/25031074/r/il/64f0f4/5789451843/il_fullxfull.5789451843_o1ks.jpg,https://i.etsystatic.com/25031074/r/il/1291ff/5741377892/il_fullxfull.5741377892_mo3z.jpg,https://i.etsystatic.com/25031074/r/il/60e936/5789451857/il_fullxfull.5789451857_ji9n.jpg,https://i.etsystatic.com/25031074/r/il/acb9d8/5789451849/il_fullxfull.5789451849_fp4d.jpg,https://i.etsystatic.com/25031074/r/il/889e75/5789451845/il_fullxfull.5789451845_5pug.jpg,,,,,,,,14,automata
Tortoise  Automata Kit - Wooden mechanical keepsake box,"Build your own mechanical counting pet Tortoise. Wind the handle to make him walk. His legs wiggle and his head looks side to side. With every cycle around his enclosure he will increment the counting mechanism up or down by one number. His base is also a keep sake drawer so you can use the counting feature to keep track of how many items (sweats) you have in your collection. Or you could use him to keep track of your score in a game. The kit comes with all of the parts ready to be glued together. Some parts have color printed graphics, others you can paint yourself. This kit joins up like a puzzle piece to the other animals in the Gear Box Pets collection allowing them all to move in synchrony.",55,AUD,18,"tortoise,turtle,robot,automata,mechanical,sculpture,box,model,puzzle,STEM,engineering,toy,kinetic",,https://i.etsystatic.com/25031074/r/il/0afdd3/3230052300/il_fullxfull.3230052300_ewkv.jpg,https://i.etsystatic.com/25031074/r/il/7893ed/3230033922/il_fullxfull.3230033922_qqtx.jpg,https://i.etsystatic.com/25031074/r/il/a0083e/3230034656/il_fullxfull.3230034656_onr9.jpg,https://i.etsystatic.com/25031074/r/il/af24f0/3277724805/il_fullxfull.3277724805_1voe.jpg,https://i.etsystatic.com/25031074/r/il/d282ec/3230036548/il_fullxfull.3230036548_a5vz.jpg,https://i.etsystatic.com/25031074/r/il/0b58bc/3230039020/il_fullxfull.3230039020_fdy2.jpg,https://i.etsystatic.com/25031074/r/il/d9d886/3277733973/il_fullxfull.3277733973_phtq.jpg,,,,,,,,,,15,puzzle boxes
"Coke Can Magic Trick Box: Self-Working Illusion, DIY or Assembled","Make a Coke can appear out of thin air. In fact, any small item you choose can be made to instantly appear inside the empty box. This visual illusion can be performed in plain sight to a widely spread audience without even needing to close the lid. It is a self-working mechanism that can be performed with only a little practice. A performance tutorial video and written instructions are included. Build it yourself from the precut parts or purchase the fully assembled trick ready to go. You will need to find your own regular sized Coke can. Made from laser-cut birch plywood. Buy the kit to assemble yourself, or buy it ready assembled with black interior paint on 3 walls. I now also make a deluxe collector's edition. This comes fully assembled with 3 black painted interior walls, additional exterior ornamental panels and a clear protective coating over the wood.",50,AUD,7,"magic_trick,puzzle_box,magical_prop,diy_magic,magic_production_box,illusion_box,appearing_coke_can,laser_cut_kit,lasercut_magic_trick,wooden_magic_trick,tilt_box,tip_over_box,gimmick_box",,https://i.etsystatic.com/25031074/r/il/02f463/7151575797/il_fullxfull.7151575797_cs3t.jpg,https://i.etsystatic.com/25031074/r/il/2f7ecd/7050406362/il_fullxfull.7050406362_rnw3.jpg,https://i.etsystatic.com/25031074/r/il/a1d95c/7050292090/il_fullxfull.7050292090_8sky.jpg,https://i.etsystatic.com/25031074/r/il/c3f28c/7098370331/il_fullxfull.7098370331_hfsv.jpg,https://i.etsystatic.com/25031074/r/il/eb215a/7151648875/il_fullxfull.7151648875_2txh.jpg,https://i.etsystatic.com/25031074/r/il/3f603c/7118182922/il_fullxfull.7118182922_2qd5.jpg,https://i.etsystatic.com/25031074/r/il/01d8fb/7118182928/il_fullxfull.7118182928_lbwk.jpg,https://i.etsystatic.com/25031074/r/il/2ca5db/7166153393/il_fullxfull.7166153393_r78e.jpg,https://i.etsystatic.com/25031074/r/il/c8cb6e/7151570627/il_fullxfull.7151570627_pw5b.jpg,https://i.etsystatic.com/25031074/r/il/90a560/7151574227/il_fullxfull.7151574227_de6i.jpg,Custom Property,assembly,"kit,assembled,Collector&#39;s Edition",,,,16,magic tricks
Plans for Wooden Hummingbird pole pet automata SVG DXF PDF,"Build your own  little wooden flapping hummingbird. Pull the ball to watch him flap his wings and ascend the pole. These are digital files for you to laser cut or scroll saw the parts yourself.  He is also available as a physical kit in a separate listing. Parts slot together in under an hour, with no glue required. 

This mechanism uses two pulleys of different diameter. This means when tension is placed on the string, there will be more torque in one direction causing the spool to wind it's way up the pole as if by magic. Great as an educational toy or an elegant desktop sculpture.

You will also need 
- one 6mm dowel 370mm long
- one 3mm kebab skewer
- one meter of string, I use waxed cotton as it is durable and knots well
- PVA glue if any parts are loose

I have successfully laser cut these from Birch plywood and mdf. The dimensions are made to suit 3mm thick plywood and will need to be scaled if your wood is a different thickness. You will get DXF, SVG and PDF versions of the parts, as well as assembly instructions. I provide two files for you to play with. One is the exact sizes. If you want snug press fits you will need to try different offsets on your laser cutter to account for the laser kerf and your batch of plywood. The other file has press snap fittings and is offset by 0.05mm already. This one is more robust to variations in wood thickness and laser kerf. I have tried it with plywood ranging from 2.9 - 3.2mm and can get press fits without needing to adjust the file. If you scale the files or have different diameter dowels then you will need to adjust the hole sizes to suit.

Files are for personal use (or educational workshops)
Please do not share or resell the files. 
If you want to sell the finished item please contact me to discuss your use case. Thanks",14,AUD,14,"mechanical_sculpture,karakuri,kinetic_art,kinetic_sculpture,perpetual_motion,automata,automaton,toy,wooden_model,father,bird,laser_cut,gears",,https://i.etsystatic.com/25031074/r/il/1594f7/3932431940/il_fullxfull.3932431940_qg9d.jpg,https://i.etsystatic.com/25031074/r/il/00b375/3979887447/il_fullxfull.3979887447_rudc.jpg,https://i.etsystatic.com/25031074/r/il/2f7cf2/3979887369/il_fullxfull.3979887369_p0lp.jpg,https://i.etsystatic.com/25031074/r/il/1db187/3932431896/il_fullxfull.3932431896_qvth.jpg,https://i.etsystatic.com/25031074/r/il/593018/3932431826/il_fullxfull.3932431826_9yuo.jpg,https://i.etsystatic.com/25031074/r/il/983413/3979887537/il_fullxfull.3979887537_khtb.jpg,,,,,,,,,,,17,toys and games
"Mechanical Calculator Laser Cut Files SVG, DXF, Math Toy, Wooden Mechanism","These digital download files allow you to laser cut and make a working Mechanical Calculator.
Nothing is posted, please see my other listings for the posted physical version.
The design is based on the mechanical calculators that were used before the invention of electronic computers. The machine performs arithmetic using gears. You can add and subtract up to 4 significant figures. You can even use it to do multiplication and division. A great learning tool to demonstrate the carry operation in arithmetic.
The download includes files for 2.8mm, 3.2mm, and 3.4mm thick wood, but any of those files can be scaled to suit different wood thicknesses.
The files are not to be redistributed. Please contact me to enquire about a commercial license to sell physical products made using the files.
Follow me on instagram to keep updated on my latest projects. @contraptioncart",12,AUD,961,"mechanical_toy,math_toy,technology_class,stem,mechanism,gadget,lasercut_plans,lasercut_files,kes_adder,curta,dial_calculator,automata,office_toy",,https://i.etsystatic.com/25031074/r/il/5b8d66/7716315962/il_fullxfull.7716315962_p0ag.jpg,https://i.etsystatic.com/25031074/r/il/f39eb8/7764254491/il_fullxfull.7764254491_jofd.jpg,https://i.etsystatic.com/25031074/r/il/3c3e7f/7764254495/il_fullxfull.7764254495_grxw.jpg,https://i.etsystatic.com/25031074/r/il/d80e7d/7295300478/il_fullxfull.7295300478_p7hs.jpg,https://i.etsystatic.com/25031074/r/il/874043/7295300476/il_fullxfull.7295300476_s13q.jpg,https://i.etsystatic.com/25031074/r/il/cc2b51/7343250081/il_fullxfull.7343250081_e9fq.jpg,https://i.etsystatic.com/25031074/r/il/1ab34b/7343249981/il_fullxfull.7343249981_i215.jpg,https://i.etsystatic.com/25031074/r/il/4e6580/7295300298/il_fullxfull.7295300298_mjcx.jpg,,,,,,,,,18,toys and games
"Wind Powered Bird Whirligig Kit, Birch Plywood Fantail, Kinetic sculpture","A wind powered fantail Whirligig bird. This is the physical kit. See my other listings for the digital plans. A strong wind will drive the turbine, which turns the mechanism to make the bird flap its wings. It comes premade and oiled or as a kit for you to assemble yourself. Birch plywood and stainless steel screws. Inspired by the sweet little Fantails in New Zealand where I grew up. It comes with a mounting stick that you will need to attach to a fence post or railing. Only put it out when the sun is shining as water will cause the wood to swell. I recommend putting it under a porch where it is not exposed to the rain.",50,AUD,3,"automata,bird,whirligig,stem,wind,kinetic,maker,laser_cut,karakuri,wooden_puzzle,model,fantail,sculpture",,https://i.etsystatic.com/25031074/r/il/0ebaf9/5142894636/il_fullxfull.5142894636_j9vj.jpg,https://i.etsystatic.com/25031074/r/il/481b74/5191114997/il_fullxfull.5191114997_btxx.jpg,https://i.etsystatic.com/25031074/r/il/b72394/5142895886/il_fullxfull.5142895886_1ol2.jpg,https://i.etsystatic.com/25031074/r/il/32943c/5142895764/il_fullxfull.5142895764_jgyx.jpg,https://i.etsystatic.com/25031074/r/il/b634b8/5142895830/il_fullxfull.5142895830_em4p.jpg,https://i.etsystatic.com/25031074/r/il/409170/5142895658/il_fullxfull.5142895658_agua.jpg,,,,,Custom Property,Assembly,"Kit,Assembled and oiled",,,,19,automata
"Hummingbird and Flower Automaton, Hand Cranked Mechanism","This is the physical kit.  Please see my other listings for the digital plans for this design.

Turn the crank handle to watch the hummingbird flap its wings and lower its tail as it dips in and out of the flower.
This design uses a unique mechanism in the wings to give the hummingbird its elegant figure of eight flapping motion. 
You will receive all of the parts plus detailed pdf assembly instructions.",50,AUD,7,"Hummingbird,Automata,Kits,Wooden_gift,STEM_education,Craft,Maker,Model,Engineering,Robotics,Technology,Woodwork,Laser_cut",Wood,https://i.etsystatic.com/25031074/r/il/7b783d/7499575608/il_fullxfull.7499575608_1yih.jpg,https://i.etsystatic.com/25031074/r/il/408677/7547512059/il_fullxfull.7547512059_d8i7.jpg,https://i.etsystatic.com/25031074/r/il/985087/7547512067/il_fullxfull.7547512067_k0y6.jpg,https://i.etsystatic.com/25031074/r/il/70e3e6/7499575602/il_fullxfull.7499575602_gvv1.jpg,https://i.etsystatic.com/25031074/r/il/6d3cf6/7547512051/il_fullxfull.7547512051_6lq4.jpg,https://i.etsystatic.com/25031074/r/il/7d6d64/7547512065/il_fullxfull.7547512065_3a75.jpg,,,,,Custom Property,Assembly,"Kit,Assembled",,,,20,automata
Magic Drawer Illusion Box – Vanish or Appear Objects Trick,"Magic Drawer Illusion Box – Vanish or Appear Objects Instantly

A beautifully crafted magic drawer illusion box that allows you to make small objects vanish or appear right before your audience’s eyes.

Open the drawer — it’s completely empty.
Close it.
Open it again — now it’s full.

Simple. Visual. Powerful.

✨ Easy to Perform – Instantly Repeatable

This illusion is designed to be:

Easy to perform (no sleight of hand required)

Self-working mechanics

Instantly repeatable

Perfect for beginners and experienced magicians alike

Ideal for close-up magic, parlour performances, social media videos, or as a unique desk curiosity.

🪵 Precision Laser Cut Birch Plywood

Made from high-quality birch plywood

Precision laser cut for clean, accurate parts

Etched with a striking three-arm herringbone pattern

Durable, lightweight, and built for repeated use

The geometric etched design gives it a modern yet mysterious aesthetic that looks beautiful on display.

🔧 DIY Kit or Fully Assembled

Choose your option:

DIY Kit – All parts precision cut and ready to assemble

Fully Assembled – Ready to perform out of the box

The kit can be assembled in under one hour. Parts are designed to fit cleanly; glue may be used for added durability.

🎁 Perfect For

Magic enthusiasts

Beginner magicians

Escape room props

Unique gifts

Puzzle and illusion collectors

Creative desk toys

Create moments of astonishment.
Make objects vanish. Make them appear. Repeat.

Ships carefully packaged from Australia.",50,AUD,9,"desk_toy,office_desk_toy,executive_gift,magic_desk_toy,wooden_desk_toy,conversation_piece,illusion_box,magic_trick_box,vanish_appear_box,mechanical_toy,brain_teaser_gift,unique_office_gift,handmade_wood_toy",Wood,https://i.etsystatic.com/25031074/r/il/8edb68/7748820039/il_fullxfull.7748820039_pfre.jpg,https://i.etsystatic.com/25031074/r/il/0783f4/7748827809/il_fullxfull.7748827809_ji45.jpg,https://i.etsystatic.com/25031074/r/il/7e41ca/7700885754/il_fullxfull.7700885754_1blz.jpg,https://i.etsystatic.com/25031074/r/il/e03ad5/7700886978/il_fullxfull.7700886978_ab9v.jpg,https://i.etsystatic.com/25031074/r/il/64f625/7748823563/il_fullxfull.7748823563_euub.jpg,https://i.etsystatic.com/25031074/r/il/fe13ca/7700882158/il_fullxfull.7700882158_jck0.jpg,,,,,Custom Property,Assembly,"Kit,Assembled",,,,21,magic tricks
Wooden Hummingbird pole pet automata,"Your own  little wooden flapping hummingbird. Pull the ball to watch him flap his wings and ascend the pole. 

He comes in kit form for you to slot together in about an hour, with no glue required. Digital files are also available as a separate listing if you want to laser cut or scroll saw the parts yourself. 

Made with quality laser cut Birch plywood. This mechanism uses two pulleys of different diameter. This means when tension is placed on the string, there will be more torque in one direction causing the spool to wind it's way up the pole as if by magic. Great as an educational toy or an elegant desktop sculpture.",49,AUD,9,"mechanical_sculpture,karakuri,kinetic_art,kinetic_sculpture,perpetual_motion,automata,automaton,toy,wooden_model,father,bird,laser_cut,gears",,https://i.etsystatic.com/25031074/r/il/2f7cf2/3979887369/il_fullxfull.3979887369_p0lp.jpg,https://i.etsystatic.com/25031074/r/il/00b375/3979887447/il_fullxfull.3979887447_rudc.jpg,https://i.etsystatic.com/25031074/r/il/1594f7/3932431940/il_fullxfull.3932431940_qg9d.jpg,https://i.etsystatic.com/25031074/r/il/1db187/3932431896/il_fullxfull.3932431896_qvth.jpg,https://i.etsystatic.com/25031074/r/il/593018/3932431826/il_fullxfull.3932431826_9yuo.jpg,https://i.etsystatic.com/25031074/r/il/983413/3979887537/il_fullxfull.3979887537_khtb.jpg,,,,,Custom Property,Assembly,"Assembled for you,kit",,,,22,magic tricks
"Dog Whirligig, Kinetic Wind Powered Garden Sculpture, DIY Kit or Fully Assembled","This is the Physical UNPAINTED kit. Please see my other listings for the digital plans.
Put this little dog out in the garden to watch him eat vigorously from his bowl when the wind blows. Contains all of the parts and instructions to build the model. Birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.
You will need to glue, prime and paint with exterior paint to protect it from the weather.
Select the assembled and painted option at checkout if you do not want to make it yourself. (The painting is done by hand so may vary slightly from the picture.)

Length: 34cm
height: 19cm (not including turbine)
width: 5cm (not including turbine)
Turbine diameter: 27cm",75,AUD,1,"wooden_puzzle,model,stem,craft,whirligig,automata,kinetic_art,dog,laser_cut,maker,karakuri,toy,wind",,https://i.etsystatic.com/25031074/r/il/705fde/4218904869/il_fullxfull.4218904869_62e3.jpg,https://i.etsystatic.com/25031074/r/il/bc3045/4218904925/il_fullxfull.4218904925_igov.jpg,https://i.etsystatic.com/25031074/r/il/07c662/4218904967/il_fullxfull.4218904967_csof.jpg,https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg,https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,,,,,,Custom Property,Assembly,"Kit,Assembled + Painted",,,,23,other
Bird Whirligig Plans DXF SVG Laser cut or Scroll saw,"A wind powered fantail Whirligig bird. These are the digital plans. See my other listings for the physical kit. A strong wind will drive the turbine, which turns the mechanism to make the bird flap its wings. Inspired by the sweet little Fantails in New Zealand where I grew up. It requires a mounting stick that you will need to attach to a fence post or railing. Only put it out when the sun is shining as water will cause the wood to swell.
I cut these from 3.2mm birch plywood. You will also need M3X12mm stainless steel machine screws, and 6mm dowel or steel rod to mount it on. You can scale the plans if your wood is a different thickness.",14,AUD,924,"automata,bird,whirligig,stem,wind,kinetic,maker,karakuri,wooden_puzzle,model,fantail,sculpture,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/0ebaf9/5142894636/il_fullxfull.5142894636_j9vj.jpg,https://i.etsystatic.com/25031074/r/il/481b74/5191114997/il_fullxfull.5191114997_btxx.jpg,https://i.etsystatic.com/25031074/r/il/b72394/5142895886/il_fullxfull.5142895886_1ol2.jpg,https://i.etsystatic.com/25031074/r/il/32943c/5142895764/il_fullxfull.5142895764_jgyx.jpg,https://i.etsystatic.com/25031074/r/il/b634b8/5142895830/il_fullxfull.5142895830_em4p.jpg,https://i.etsystatic.com/25031074/r/il/409170/5142895658/il_fullxfull.5142895658_agua.jpg,,,,,,,,,,,24,other
Magic Frame Illusion-Appearing Image and words-customizable,This Magic Frame can instantly transform images and text. Use the included images or open the web app to create and print your own from a standard office inkjet printer. The downloadable plans for this trick are available for purchase in a separate listing in my Etsy store. The magic gimmick is available fully assembled or as a kit for you to assemble yourself. This device is completely mechanical. It is not electrical. It is not a digital tablet.,40,AUD,12,"Laser_cut_files,Magic_Trick_picture,Magic_sign_illusion,Magician_prop,Magic_gimmick,Secret_box,Mystery_box,Escape_room,Stem_toy,Wooden_toy,Science_project,Technology_class,Diy_build",,https://i.etsystatic.com/25031074/r/il/ed679c/6874432458/il_fullxfull.6874432458_ivk5.jpg,https://i.etsystatic.com/25031074/r/il/3f3632/6874432460/il_fullxfull.6874432460_gw2e.jpg,https://i.etsystatic.com/25031074/r/il/aee38d/6874432438/il_fullxfull.6874432438_1sl5.jpg,https://i.etsystatic.com/25031074/r/il/9c07be/6874432456/il_fullxfull.6874432456_3g6f.jpg,https://i.etsystatic.com/25031074/r/il/9ae8a7/6922409685/il_fullxfull.6922409685_tppj.jpg,https://i.etsystatic.com/25031074/r/il/f7b025/6897097622/il_fullxfull.6897097622_dhan.jpg,,,,,Custom Property,Assembly,"Kit,Assembled",,,,25,magic tricks
Slide Picture Puzzle Box Plans SVG DXF PDF Davinci's Vitruvian man,"Solve the picture to open the box.
(These are digital plans. Please see my other listings for the physical kit)

We have all toiled over these slide picture puzzles as kids, only to find ourselves
stuck with one little piece impossible to get into the correct position without undoing
all of our hard work. As an adult I feel I have finally put this conundrum to rest and
have discovered the secret method. I then set about designing a secret box
that can only be opened by solving one of these engaging little slide picture puzzles.
Here is the result. The secret method is etched on the wall panels. The image to
unscramble is Leonardo Davinci's famous Vitruvian Man.

You will receive files suited to 3.1 - 3.3mm thick wood, but the file can be scaled to match your thickness. Please read the pdf ""how to cut"" page to ensure you get correct snug fits that make the mechanism function properly.

I have made these from 3.2mm birch ply and 3mm MDF

Please get in touch if your need any help or would like a commercial license.",12,AUD,705,"Puzzlebox,Vitruvian_Man,Stem,Steam,Puzzle,Mechanism,Gift_for_men,Leonardo_davinci,Secret_box,Technical,Maker,Wooden_toy,laser_cut_files",,https://i.etsystatic.com/25031074/r/il/ccf267/4561367052/il_fullxfull.4561367052_lf6h.jpg,https://i.etsystatic.com/25031074/r/il/0e0f58/4561399410/il_fullxfull.4561399410_esz3.jpg,https://i.etsystatic.com/25031074/r/il/c217fb/4561399596/il_fullxfull.4561399596_1lqt.jpg,https://i.etsystatic.com/25031074/r/il/4b7ae5/4608757719/il_fullxfull.4608757719_434b.jpg,https://i.etsystatic.com/25031074/r/il/d684d7/4561399476/il_fullxfull.4561399476_prmd.jpg,https://i.etsystatic.com/25031074/r/il/a7828b/4608788363/il_fullxfull.4608788363_i7hq.jpg,,,,,,,,,,,27,puzzle boxes
Illusionist Pendant Puzzle Box Laser Cut Files,"Years ago I was captivated by a puzzle pendant in the movie ""The Illusionist"". What looks like an oval box is twisted to unexpectedly form a love heart. The top of the heart is then slid away to reveal a photo or trinket inside. A sentimental little gift for valentines day, anniversary mothers day etc. I enjoy the challenge of trying to design something that can be made from only laser cut parts as it makes it much more accessible to people who want to make their own. I hope you enjoy my laser cut version of the Illusionist Pendant. 

You will receive DXF, SVG and PDF line files as well as PDF assembly instructions. There are files with the exact sizes and files with an offset to account for laser kerf and achieve a tight fit. You can play with these offsets yourself depending on your material in order to get a mechanism that is not too loose. These files are for 3.2mm thick material. I have made these boxes successfully from poplar, Birch and MDF. With tight fits there is no need for glue, but if it was going to be worn then PVA glue is recommended and perhaps a clear varnish to finish it off. If you want wedding rings to fit inside then you can scale it up by 1/3 and use 4mm thick wood. This will give a 25mm diameter cavity for rings. The current scale for 3.2mm wood may not fit a ring but is a better size for a pendant. Please note, these won't really withstand the rigorous manipulation of someone who does not know the secret opening method, so best to show people how it is done. (As he does in the movie If I remember correctly)",6,AUD,785,"wooden_puzzle,puzzle_box,laser_cut_files,valentines,pendant,jewelry,love,mechanism,butterfly,mother,locket,magic,illusion",,https://i.etsystatic.com/25031074/r/il/d88951/7760701430/il_fullxfull.7760701430_a01a.jpg,https://i.etsystatic.com/25031074/r/il/5c7ec6/7760701432/il_fullxfull.7760701432_6wrb.jpg,https://i.etsystatic.com/25031074/r/il/d64a46/7808648701/il_fullxfull.7808648701_oxye.jpg,https://i.etsystatic.com/25031074/r/il/305a1c/7808648691/il_fullxfull.7808648691_lyt5.jpg,https://i.etsystatic.com/25031074/r/il/cdecd1/7760701442/il_fullxfull.7760701442_8kn2.jpg,,,,,,,,,,,,26,puzzle boxes
Dice Tunnel Magic Trick Laser Cut Illusion DIY Kit,A wooden dice magically changes number when passed through a wooden tube. This comes either as a kit to assemble yourself or fully assembled and ready to perform. Printed instructions are included as well as a link to a video with performance advice.,40,AUD,6,"magic_trick,dice_illusion,DIY_magic,wooden_mechanism,secret_box,wooden_toy_project,puzzle_box,magician_gimmick,laser_cut_dice,STEM_project,mystery_box,Executive_toy,office_toy",,https://i.etsystatic.com/25031074/r/il/ce2a26/6799903374/il_fullxfull.6799903374_15kr.jpg,https://i.etsystatic.com/25031074/r/il/5f681e/6799903318/il_fullxfull.6799903318_iyoc.jpg,https://i.etsystatic.com/25031074/r/il/35100c/6799903370/il_fullxfull.6799903370_92ht.jpg,https://i.etsystatic.com/25031074/r/il/72a19a/6847906249/il_fullxfull.6847906249_mght.jpg,https://i.etsystatic.com/25031074/r/il/5ef80a/6847906253/il_fullxfull.6847906253_mldz.jpg,,,,,,Custom Property,Assembly,"Kit,Assembled",,,,28,magic tricks
